Key_poliflw,Alt_map,Type,CBS CODE,CBS NAAM,CBS PROVINCIE CODE,CBS PROVINCIE NAAM
VVD De Bilt,De Bilt,Gemeente,GM0310,De Bilt,PV26,Utrecht
Goirle,Goirle,Gemeente,GM0785,Goirle,PV30,Noord-Brabant
De Almeerse VVD,Almere,Gemeente,GM0034,Almere,PV24,Flevoland
De Marne,De Marne,Gemeente,GM1663,De Marne,PV20,Groningen
Diever,Westerveld,Gemeente,GM1701,Westerveld,PV22,Drenthe
Waddinxveen,Waddinxveen,Gemeente,GM0627,Waddinxveen,PV28,Zuid-Holland
Maasland,Midden-Delfland,Gemeente,GM1842,Midden-Delfland,PV28,Zuid-Holland
Noordwijk,Noordwijk,Gemeente,GM0575,Noordwijk,PV28,Zuid-Holland
Slochteren,Midden-Groningen,Gemeente,GM1952,Midden-Groningen,PV20,Groningen
Oud-Beijerland,Oud-Beijerland,Gemeente,GM0584,Oud-Beijerland,PV28,Zuid-Holland
Súdwest-Fryslan,Súdwest-Fryslân,Gemeente,GM1900,Súdwest-Fryslân,PV21,Friesland
Urk,Urk,Gemeente,GM0184,Urk,PV24,Flevoland
Hellevoetsluis,Hellevoetsluis,Gemeente,GM0530,Hellevoetsluis,PV28,Zuid-Holland
Nijkerk Hoevelaken,Nijkerk,Gemeente,GM0267,Nijkerk,PV25,Gelderland
Terschelling,Terschelling,Gemeente,GM0093,Terschelling,PV21,Friesland
Olst-Wijhe,Olst-Wijhe,Gemeente,GM1773,Olst-Wijhe,PV23,Overijssel
Millingen aan de Rijn,Berg en Dal,Gemeente,GM1945,Berg en Dal,PV25,Gelderland
Maasgouw,Maasgouw,Gemeente,GM1641,Maasgouw,PV31,Limburg
Fractie Haarlem,Haarlem,Gemeente,GM0392,Haarlem,PV27,Noord-Holland
Medemblik,Medemblik,Gemeente,GM0420,Medemblik,PV27,Noord-Holland
Peel en Maas,Peel en Maas,Gemeente,GM1894,Peel en Maas,PV31,Limburg
Bronckhorst,Bronckhorst,Gemeente,GM1876,Bronckhorst,PV25,Gelderland
Bolsward,Súdwest-Fryslân,Gemeente,GM1900,Súdwest-Fryslân,PV21,Friesland
Malden,Heumen,Gemeente,GM0252,Heumen,PV25,Gelderland
Valkenburg aan de Geul,Valkenburg aan de Geul,Gemeente,GM0994,Valkenburg aan de Geul,PV31,Limburg
Dinkelland,Dinkelland,Gemeente,GM1774,Dinkelland,PV23,Overijssel
Soest-Soesterberg,Soest,Gemeente,GM0342,Soest,PV26,Utrecht
Berkel en Rodenrijs,Lansingerland,Gemeente,GM1621,Lansingerland,PV28,Zuid-Holland
West Maas en Waal,West Maas en Waal,Gemeente,GM0668,West Maas en Waal,PV25,Gelderland
Best,Best,Gemeente,GM0753,Best,PV30,Noord-Brabant
Putten,Putten,Gemeente,GM0273,Putten,PV25,Gelderland
Leek,Leek,Gemeente,GM0022,Leek,PV20,Groningen
VVD Afdeling Lisse,Lisse,Gemeente,GM0553,Lisse,PV28,Zuid-Holland
Pijnacker,Pijnacker-Nootdorp,Gemeente,GM1926,Pijnacker-Nootdorp,PV28,Zuid-Holland
Beilen,Midden-Drenthe,Gemeente,GM1731,Midden-Drenthe,PV22,Drenthe
Zutphen-Warnsveld,Zutphen,Gemeente,GM0301,Zutphen,PV25,Gelderland
Sliedrecht,Sliedrecht,Gemeente,GM0610,Sliedrecht,PV28,Zuid-Holland
Brakel,Zaltbommel,Gemeente,GM0297,Zaltbommel,PV25,Gelderland
Loppersum,Loppersum,Gemeente,GM0024,Loppersum,PV20,Groningen
Amsterdam-Oost,Amsterdam,Gemeente,GM0363,Amsterdam,PV27,Noord-Holland
De Ronde Venen,De Ronde Venen,Gemeente,GM0736,De Ronde Venen,PV26,Utrecht
Oosterbeek,Renkum,Gemeente,GM0274,Renkum,PV25,Gelderland
Eerbeek Brummen,Brummen,Gemeente,GM0213,Brummen,PV25,Gelderland
Heemstede,Heemstede,Gemeente,GM0397,Heemstede,PV27,Noord-Holland
Zwartsluis,Zwartewaterland,Gemeente,GM1896,Zwartewaterland,PV23,Overijssel
Montferland,Montferland,Gemeente,GM1955,Montferland,PV25,Gelderland
Veldhoven,Veldhoven,Gemeente,GM0861,Veldhoven,PV30,Noord-Brabant
Wierden-Enter,Wierden,Gemeente,GM0189,Wierden,PV23,Overijssel
Asten-Heusden-Ommel,Asten,Gemeente,GM0743,Asten,PV30,Noord-Brabant
Texel,Texel,Gemeente,GM0448,Texel,PV27,Noord-Holland
Oost Gelre,Oost Gelre,Gemeente,GM1586,Oost Gelre,PV25,Gelderland
Amsterdam Zuid,Amsterdam,Gemeente,GM0363,Amsterdam,PV27,Noord-Holland
IJmuiden,Velsen,Gemeente,GM0453,Velsen,PV27,Noord-Holland
VVD Geldrop-Mierlo,Geldrop-Mierlo,Gemeente,GM1771,Geldrop-Mierlo,PV30,Noord-Brabant
Zoeterwoude,Zoeterwoude,Gemeente,GM0638,Zoeterwoude,PV28,Zuid-Holland
Website regio Noord-Brabant,Noord-Brabant,Gemeente,null,null,null,null
Hellevoet,Hellevoetsluis,Gemeente,GM0530,Hellevoetsluis,PV28,Zuid-Holland
VVD Hoorn,Hoorn,Gemeente,GM0405,Hoorn,PV27,Noord-Holland
Sint Anthonis,Sint Anthonis,Gemeente,GM1702,Sint Anthonis,PV30,Noord-Brabant
Voorst,Voorst,Gemeente,GM0285,Voorst,PV25,Gelderland
Fractie Nijmegen,Nijmegen,Gemeente,GM0268,Nijmegen,PV25,Gelderland
Waalre,Waalre,Gemeente,GM0866,Waalre,PV30,Noord-Brabant
Opmeer,Opmeer,Gemeente,GM0432,Opmeer,PV27,Noord-Holland
Vaals,Vaals,Gemeente,GM0981,Vaals,PV31,Limburg
Purmerend/Beemster/Zeevang,Purmerend,Gemeente,GM0439,Purmerend,PV27,Noord-Holland
Lingewaal,Lingewaal,Gemeente,GM0733,Lingewaal,PV25,Gelderland
Roerdalen,Roerdalen,Gemeente,GM1669,Roerdalen,PV31,Limburg
Amsterdam Nieuw-West,Amsterdam,Gemeente,GM0363,Amsterdam,PV27,Noord-Holland
Aalburg,Aalburg,Gemeente,GM0738,Aalburg,PV30,Noord-Brabant
Hasselt,Zwartewaterland,Gemeente,GM1896,Zwartewaterland,PV23,Overijssel
Franeker,Waadhoeke,Gemeente,GM1949,Waadhoeke,PV21,Friesland
Fractie Zandvoort,Zandvoort,Gemeente,GM0473,Zandvoort,PV27,Noord-Holland
Rheden-Rozendaal,Rheden,Gemeente,GM0275,Rheden,PV25,Gelderland
VVD Meierijstad,Meierijstad,Gemeente,GM1948,Meierijstad,PV30,Noord-Brabant
Voerendaal,Voerendaal,Gemeente,GM0986,Voerendaal,PV31,Limburg
hattem.vvd.nl,Hattem,Gemeente,GM0244,Hattem,PV25,Gelderland
Kampen/IJsselmuiden,Kampen,Gemeente,GM0166,Kampen,PV23,Overijssel
Reeuwijk,Bodegraven-Reeuwijk,Gemeente,GM1901,Bodegraven-Reeuwijk,PV28,Zuid-Holland
Goeree,Goeree-Overflakkee,Gemeente,GM1924,Goeree-Overflakkee,PV28,Zuid-Holland
Littenseradiel,Súdwest-Fryslân,Gemeente,GM1900,Súdwest-Fryslân,PV21,Friesland
West Maas en Waal,West Maas en Waal,Gemeente,GM0668,West Maas en Waal,PV25,Gelderland
Nieuwendijk,Werkendam,Gemeente,GM0870,Werkendam,PV30,Noord-Brabant
Welkom bij het CDA Tubbergen!,Tubbergen,Gemeente,GM0183,Tubbergen,PV23,Overijssel
VVD Borger-Odoorn,Borger-Odoorn,Gemeente,GM1681,Borger-Odoorn,PV22,Drenthe
Ooststellingwerf,Ooststellingwerf,Gemeente,GM0085,Ooststellingwerf,PV21,Friesland
Beverwijk - Wijk aan Zee,Beverwijk,Gemeente,GM0375,Beverwijk,PV27,Noord-Holland
Huizen-Laren-Blaricum,Gooise Meren,Gemeente,GM1942,Gooise Meren,PV27,Noord-Holland
Appingedam,Appingedam,Gemeente,GM0003,Appingedam,PV20,Groningen
Krimpen a/d IJssel,Krimpenerwaard,Gemeente,GM1931,Krimpenerwaard,PV28,Zuid-Holland
Leerbroek,Zederik,Gemeente,GM0707,Zederik,PV28,Zuid-Holland
Noordwijkerhout,Noordwijkerhout,Gemeente,GM0576,Noordwijkerhout,PV28,Zuid-Holland
De Friese Meren,De Fryske Marren,Gemeente,GM1940,De Fryske Marren,PV21,Friesland
Vught Cromvoirt,Vught,Gemeente,GM0865,Vught,PV30,Noord-Brabant
Dodewaard (Hien/Dodewaard),Neder-Betuwe,Gemeente,GM1740,Neder-Betuwe,PV25,Gelderland
VVD Dronten,Dronten,Gemeente,GM0303,Dronten,PV24,Flevoland
DE NOORDWIJKSE VVD,Noordwijk,Gemeente,GM0575,Noordwijk,PV28,Zuid-Holland
Laarbeek,Laarbeek,Gemeente,GM1659,Laarbeek,PV30,Noord-Brabant
Lopik,Lopik,Gemeente,GM0331,Lopik,PV26,Utrecht
Leidschendam,Leidschendam-Voorburg,Gemeente,GM1916,Leidschendam-Voorburg,PV28,Zuid-Holland
Hoogezand,Hoogezand-Sappemeer,Gemeente,null,null,null,null
Noordwijkerhout - De Zilk,Noordwijkerhout,Gemeente,GM0576,Noordwijkerhout,PV28,Zuid-Holland
Ouderamstel,Ouder-Amstel,Gemeente,GM0437,Ouder-Amstel,PV27,Noord-Holland
Reimerswaal,Reimerswaal,Gemeente,GM0703,Reimerswaal,PV29,Zeeland
Scherpenisse,Tholen,Gemeente,GM0716,Tholen,PV29,Zeeland
Eemnes,Eemnes,Gemeente,GM0317,Eemnes,PV26,Utrecht
Haaksbergen,Haaksbergen,Gemeente,GM0158,Haaksbergen,PV23,Overijssel
Bussum,Gooise Meren,Gemeente,GM1942,Gooise Meren,PV27,Noord-Holland
Boekel Venhorst,Boekel,Gemeente,GM0755,Boekel,PV30,Noord-Brabant
vvdLochem,Lochem,Gemeente,GM0262,Lochem,PV25,Gelderland
Elspeet,Nunspeet,Gemeente,GM0302,Nunspeet,PV25,Gelderland
Rucphen,Rucphen,Gemeente,GM0840,Rucphen,PV30,Noord-Brabant
Krabbendijke,Reimerswaal,Gemeente,GM0703,Reimerswaal,PV29,Zeeland
Leidschendam/Voorburg,Leidschendam-Voorburg,Gemeente,GM1916,Leidschendam-Voorburg,PV28,Zuid-Holland
Delfzijl,Delfzijl,Gemeente,GM0010,Delfzijl,PV20,Groningen
De Weerter VVD,Weert,Gemeente,GM0988,Weert,PV31,Limburg
H E E M S T E D E,Heemstede,Gemeente,GM0397,Heemstede,PV27,Noord-Holland
Sudwest Fryslân,Súdwest-Fryslân,Gemeente,GM1900,Súdwest-Fryslân,PV21,Friesland
Werkendam,Werkendam,Gemeente,GM0870,Werkendam,PV30,Noord-Brabant
Dantumadeel,Dantumadiel,Gemeente,GM1891,Dantumadiel,PV21,Friesland
Bennekom,Ede,Gemeente,GM0228,Ede,PV25,Gelderland
Heumen,Heumen,Gemeente,GM0252,Heumen,PV25,Gelderland
De Wijchense VVD,Wijchen,Gemeente,GM0296,Wijchen,PV25,Gelderland
Heeze Leende Sterksel,Heeze-Leende,Gemeente,GM1658,Heeze-Leende,PV30,Noord-Brabant
VVD Twenterand,Twenterand,Gemeente,GM1700,Twenterand,PV23,Overijssel
Eijsden-Margraten,Eijsden-Margraten,Gemeente,GM1903,Eijsden-Margraten,PV31,Limburg
Uithoorn - De Kwakel,Uithoorn,Gemeente,GM0451,Uithoorn,PV27,Noord-Holland
VVD Breda,Breda,Gemeente,GM0758,Breda,PV30,Noord-Brabant
Cromstrijen,Cromstrijen,Gemeente,GM0611,Cromstrijen,PV28,Zuid-Holland
Dantumadiel Damwald,Dantumadiel,Gemeente,GM1891,Dantumadiel,PV21,Friesland
Bruinisse,Schouwen-Duiveland,Gemeente,GM1676,Schouwen-Duiveland,PV29,Zeeland
Soest- Soesterberg,Soest,Gemeente,GM0342,Soest,PV26,Utrecht
Rijssen,Rijssen-Holten,Gemeente,GM1742,Rijssen-Holten,PV23,Overijssel
VVD 's-Hertogenbosch,'s-Hertogenbosch,Gemeente,GM0796,'s-Hertogenbosch,PV30,Noord-Brabant
Eijsden-Margraten,Eijsden-Margraten,Gemeente,GM1903,Eijsden-Margraten,PV31,Limburg
De Steeg,Rheden,Gemeente,GM0275,Rheden,PV25,Gelderland
Gilze – Rijen – Hulten – Molenschot,Gilze en Rijen,Gemeente,GM0784,Gilze en Rijen,PV30,Noord-Brabant
Capelle,Capelle aan den IJssel,Gemeente,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
VVD Medemblik,Medemblik,Gemeente,GM0420,Medemblik,PV27,Noord-Holland
Zwijndrecht-Heerjansdam,Zwijndrecht,Gemeente,GM0642,Zwijndrecht,PV28,Zuid-Holland
Mook en Middelaar,Mook en Middelaar,Gemeente,GM0944,Mook en Middelaar,PV31,Limburg
Sellingen,Westerwolde,Gemeente,GM1950,Westerwolde,PV20,Groningen
Mill en Sint Hubert,Mill en Sint Hubert,Gemeente,GM0815,Mill en Sint Hubert,PV30,Noord-Brabant
Meerssen,Meerssen,Gemeente,GM0938,Meerssen,PV31,Limburg
Beekdaelen,Nuth,Gemeente,GM0951,Nuth,PV31,Limburg
Strijen,Strijen,Gemeente,GM0617,Strijen,PV28,Zuid-Holland
VVD Vught,Vught,Gemeente,GM0865,Vught,PV30,Noord-Brabant
Hilvarenbeek,Hilvarenbeek,Gemeente,GM0798,Hilvarenbeek,PV30,Noord-Brabant
VVD Aalsmeer,Aalsmeer,Gemeente,GM0358,Aalsmeer,PV27,Noord-Holland
VVD Delft,Delft,Gemeente,GM0503,Delft,PV28,Zuid-Holland
Bergeijk,Bergeijk,Gemeente,GM1724,Bergeijk,PV30,Noord-Brabant
Veendam-Wildervank,Veendam,Gemeente,GM0047,Veendam,PV20,Groningen
VVD Rheden,Rheden,Gemeente,GM0275,Rheden,PV25,Gelderland
Hoeksche Waard,Zuid-Holland,Gemeente,null,null,null,null
VVD Nissewaard,Nissewaard,Gemeente,GM1930,Nissewaard,PV28,Zuid-Holland
VVD Ooststellingwerf,Ooststellingwerf,Gemeente,GM0085,Ooststellingwerf,PV21,Friesland
Beverwijk,Beverwijk,Gemeente,GM0375,Beverwijk,PV27,Noord-Holland
Dongen,Dongen,Gemeente,GM0766,Dongen,PV30,Noord-Brabant
Kollumerland,Kollumerland en Nieuwkruisland,Gemeente,GM0079,Kollumerland en Nieuwkruisland,PV21,Friesland
VVD Assen,Assen,Gemeente,GM0106,Assen,PV22,Drenthe
Vlagtwedde,Westerwolde,Gemeente,GM1950,Westerwolde,PV20,Groningen
Beek,Beek,Gemeente,GM0888,Beek,PV31,Limburg
VVD Losser,Losser,Gemeente,GM0168,Losser,PV23,Overijssel
Drechterland,Drechterland,Gemeente,GM0498,Drechterland,PV27,Noord-Holland
Súdwest Fryslân,Súdwest-Fryslân,Gemeente,GM1900,Súdwest-Fryslân,PV21,Friesland
VVD Barendrecht,Barendrecht,Gemeente,GM0489,Barendrecht,PV28,Zuid-Holland
VVD Katwijk,Katwijk,Gemeente,GM0537,Katwijk,PV28,Zuid-Holland
Groesbeek,Berg en Dal,Gemeente,GM1945,Berg en Dal,PV25,Gelderland
Sluis,Sluis,Gemeente,GM1714,Sluis,PV29,Zeeland
VVD Oss,Oss,Gemeente,GM0828,Oss,PV30,Noord-Brabant
VVD Winterswijk,Winterswijk,Gemeente,GM0294,Winterswijk,PV25,Gelderland
Beesel,Beesel,Gemeente,GM0889,Beesel,PV31,Limburg
Oirschot - de Beerzen,Oirschot,Gemeente,GM0823,Oirschot,PV30,Noord-Brabant
Laren NH,Laren,Gemeente,GM0417,Laren,PV27,Noord-Holland
Menameradiel,Waadhoeke,Gemeente,GM1949,Waadhoeke,PV21,Friesland
Bergen NH,Bergen (NH.),Gemeente,GM0373,Bergen (NH.),PV27,Noord-Holland
"Epe, Vaassen, Oene en Emst",Epe,Gemeente,GM0232,Epe,PV25,Gelderland
Haarlemmerliede,Haarlemmerliede en Spaarnwoude,Gemeente,GM0393,Haarlemmerliede en Spaarnwoude,PV27,Noord-Holland
Hoek van Holland,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Nederhemert,Zaltbommel,Gemeente,GM0297,Zaltbommel,PV25,Gelderland
Wijk bij Duurstede,Wijk bij Duurstede,Gemeente,GM0352,Wijk bij Duurstede,PV26,Utrecht
Marum,Marum,Gemeente,GM0025,Marum,PV20,Groningen
VVD Voorschoten,Voorschoten,Gemeente,GM0626,Voorschoten,PV28,Zuid-Holland
Bergen (NH),Bergen (NH.),Gemeente,GM0373,Bergen (NH.),PV27,Noord-Holland
HART van GELDERLAND team Renkum,Renkum,Gemeente,GM0274,Renkum,PV25,Gelderland
Oss e.o.,Oss,Gemeente,GM0828,Oss,PV30,Noord-Brabant
Sittard,Sittard-Geleen,Gemeente,GM1883,Sittard-Geleen,PV31,Limburg
Cranendonck,Cranendonck,Gemeente,GM1706,Cranendonck,PV30,Noord-Brabant
Maasdriel,Maasdriel,Gemeente,GM0263,Maasdriel,PV25,Gelderland
Oostzaan,Oostzaan,Gemeente,GM0431,Oostzaan,PV27,Noord-Holland
VVD afdeling Schagen,Schagen,Gemeente,GM0441,Schagen,PV27,Noord-Holland
Hoogezand-Sappemeer,Midden-Groningen,Gemeente,GM1952,Midden-Groningen,PV20,Groningen
Huizen,Huizen,Gemeente,GM0406,Huizen,PV27,Noord-Holland
VVD Steenwijkerland,Steenwijkerland,Gemeente,GM1708,Steenwijkerland,PV23,Overijssel
Oldebroek.vvd.nl,Oldebroek,Gemeente,GM0269,Oldebroek,PV25,Gelderland
VVD Kampen/IJsselmuiden,Kampen,Gemeente,GM0166,Kampen,PV23,Overijssel
Woudrichem,Woudrichem,Gemeente,GM0874,Woudrichem,PV30,Noord-Brabant
Leusden-Achterveld-Stoutenburg,Leusden,Gemeente,GM0327,Leusden,PV26,Utrecht
VVD Nieuwegein,Nieuwegein,Gemeente,GM0356,Nieuwegein,PV26,Utrecht
Westerveld,Westerveld,Gemeente,GM1701,Westerveld,PV22,Drenthe
BorgerOdoorn,Borger-Odoorn,Gemeente,GM1681,Borger-Odoorn,PV22,Drenthe
Haaren - Helvoirt - Esch - Biezenmortel,Haaren,Gemeente,GM0788,Haaren,PV30,Noord-Brabant
Halderberge,Halderberge,Gemeente,GM1655,Halderberge,PV30,Noord-Brabant
VVD Nieuwkoop,Nieuwkoop,Gemeente,GM0569,Nieuwkoop,PV28,Zuid-Holland
VVD  Den Helder,Den Helder,Gemeente,GM0400,Den Helder,PV27,Noord-Holland
Zelhem,Bronckhorst,Gemeente,GM1876,Bronckhorst,PV25,Gelderland
Stein,Stein,Gemeente,GM0971,Stein,PV31,Limburg
Wormer,Wormerland,Gemeente,GM0880,Wormerland,PV27,Noord-Holland
Harenkarspel,Schagen,Gemeente,GM0441,Schagen,PV27,Noord-Holland
VVD Maastricht,Maastricht,Gemeente,GM0935,Maastricht,PV31,Limburg
Westvoorne,Westvoorne,Gemeente,GM0614,Westvoorne,PV28,Zuid-Holland
Brummen - Eerbeek,Brummen,Gemeente,GM0213,Brummen,PV25,Gelderland
Giessenlanden,Giessenlanden,Gemeente,GM0689,Giessenlanden,PV28,Zuid-Holland
VVD Soest,Soest,Gemeente,GM0342,Soest,PV26,Utrecht
Bladel,Bladel,Gemeente,GM1728,Bladel,PV30,Noord-Brabant
Noord-Beveland,Noord-Beveland,Gemeente,GM1695,Noord-Beveland,PV29,Zeeland
VVD Waadhoeke,Waadhoeke,Gemeente,GM1949,Waadhoeke,PV21,Friesland
Heiloo,Heiloo,Gemeente,GM0399,Heiloo,PV27,Noord-Holland
Rotterdam IJsselmonde,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
VVD Koggenland,Koggenland,Gemeente,GM1598,Koggenland,PV27,Noord-Holland
Zijpe,Schagen,Gemeente,GM0441,Schagen,PV27,Noord-Holland
Nijkerk-Hoevelaken,Nijkerk,Gemeente,GM0267,Nijkerk,PV25,Gelderland
Velsen,Velsen,Gemeente,GM0453,Velsen,PV27,Noord-Holland
VVD Midden-Delfland,Midden-Delfland,Gemeente,GM1842,Midden-Delfland,PV28,Zuid-Holland
Margraten,Eijsden-Margraten,Gemeente,GM1903,Eijsden-Margraten,PV31,Limburg
Monnickendam,Waterland,Gemeente,GM0852,Waterland,PV27,Noord-Holland
Kapelle,Kapelle,Gemeente,GM0678,Kapelle,PV29,Zeeland
Sprang-Capelle,Waalwijk,Gemeente,GM0867,Waalwijk,PV30,Noord-Brabant
VVD Beverwijk,Beverwijk,Gemeente,GM0375,Beverwijk,PV27,Noord-Holland
VVD Haaksbergen,Haaksbergen,Gemeente,GM0158,Haaksbergen,PV23,Overijssel
Zundert,Zundert,Gemeente,GM0879,Zundert,PV30,Noord-Brabant
CDA Gooise Meren,Gooise Meren,Gemeente,GM1942,Gooise Meren,PV27,Noord-Holland
Marklanden / Moerdijk,Moerdijk,Gemeente,GM1709,Moerdijk,PV30,Noord-Brabant
Molenlanden,Molenwaard,Gemeente,GM1927,Molenwaard,PV28,Zuid-Holland
Rotterdam Charlois,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Feijenoord,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Kralingen-Crooswijk,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Prins Alexander,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Welkom bij het CDA Breda,Breda,Gemeente,GM0758,Breda,PV30,Noord-Brabant
Baarle-Nassau,Baarle-Nassau,Gemeente,GM0744,Baarle-Nassau,PV30,Noord-Brabant
Goeree Overflakkee,Goeree-Overflakkee,Gemeente,GM1924,Goeree-Overflakkee,PV28,Zuid-Holland
Harderwijk-Hierden,Harderwijk,Gemeente,GM0243,Harderwijk,PV25,Gelderland
Midden-Delfland,Midden-Delfland,Gemeente,GM1842,Midden-Delfland,PV28,Zuid-Holland
Neerijnen,Neerijnen,Gemeente,GM0304,Neerijnen,PV25,Gelderland
Rotterdam Centrum,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Delfshaven,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Hillegersberg-Schiebroek,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Hoogvliet,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Noord,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Overschie,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Pernis,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
Rotterdam Rozenburg,Rotterdam,Gemeente,GM0599,Rotterdam,PV28,Zuid-Holland
team Nunspeet,Nunspeet,Gemeente,GM0302,Nunspeet,PV25,Gelderland
Brummen-Eerbeek,Brummen,Gemeente,GM0213,Brummen,PV25,Gelderland
VVD Zutphen,Zutphen,Gemeente,GM0301,Zutphen,PV25,Gelderland
Weststellingwerf,Weststellingwerf,Gemeente,GM0098,Weststellingwerf,PV21,Friesland
Borsele,Borsele,Gemeente,GM0654,Borsele,PV29,Zeeland
VVD Afdeling Gemeente Montferland,Montferland,Gemeente,GM1955,Montferland,PV25,Gelderland
Rijnwaarden,Zevenaar,Gemeente,GM0299,Zevenaar,PV25,Gelderland
VVD Stichtse Vecht,Stichtse Vecht,Gemeente,GM1904,Stichtse Vecht,PV26,Utrecht
Grave,Grave,Gemeente,GM0786,Grave,PV30,Noord-Brabant
Schouwen- Duiveland,Schouwen-Duiveland,Gemeente,GM1676,Schouwen-Duiveland,PV29,Zeeland
VVD Maasland,Midden-Delfland,Gemeente,GM1842,Midden-Delfland,PV28,Zuid-Holland
Ballum,Ameland,Gemeente,GM0060,Ameland,PV21,Friesland
Sneek,Súdwest-Fryslân,Gemeente,GM1900,Súdwest-Fryslân,PV21,Friesland
Haaren,Haaren,Gemeente,GM0788,Haaren,PV30,Noord-Brabant
Haarlemmerliede c.a.,Haarlemmerliede en Spaarnwoude,Gemeente,GM0393,Haarlemmerliede en Spaarnwoude,PV27,Noord-Holland
Ubbergen,Berg en Dal,Gemeente,GM1945,Berg en Dal,PV25,Gelderland
Marklanden | Halderberge,Halderberge,Gemeente,GM1655,Halderberge,PV30,Noord-Brabant
VVD Harlingen,Harlingen,Gemeente,GM0072,Harlingen,PV21,Friesland
Bedum,Bedum,Gemeente,GM0005,Bedum,PV20,Groningen
Gemert,Gemert-Bakel,Gemeente,GM1652,Gemert-Bakel,PV30,Noord-Brabant
VVD Dinkelland,Dinkelland,Gemeente,GM1774,Dinkelland,PV23,Overijssel
Franekeradeel,Waadhoeke,Gemeente,GM1949,Waadhoeke,PV21,Friesland
VVD Duiven,Duiven,Gemeente,GM0226,Duiven,PV25,Gelderland
VVD Heemskerk,Heemskerk,Gemeente,GM0396,Heemskerk,PV27,Noord-Holland
"Waalwijk, Sprang-Capelle en Waspik",Waalwijk,Gemeente,GM0867,Waalwijk,PV30,Noord-Brabant
Wierden Enter,Wierden,Gemeente,GM0189,Wierden,PV23,Overijssel
Midden Brabant,Noord-Brabant,Gemeente,null,null,null,null
Welkom bij het CDA Roosendaal!,Roosendaal,Gemeente,GM1674,Roosendaal,PV30,Noord-Brabant
Alphen-Chaam,Alphen-Chaam,Gemeente,GM1723,Alphen-Chaam,PV30,Noord-Brabant
Loenen,Apeldoorn,Gemeente,GM0200,Apeldoorn,PV25,Gelderland
Oud Beijerland,Oud-Beijerland,Gemeente,GM0584,Oud-Beijerland,PV28,Zuid-Holland
Grootegast,Grootegast,Gemeente,GM0015,Grootegast,PV20,Groningen
Montfoort,Montfoort,Gemeente,GM0335,Montfoort,PV26,Utrecht
Oudewater,Oudewater,Gemeente,GM0589,Oudewater,PV26,Utrecht
Roden,Noordenveld,Gemeente,GM1699,Noordenveld,PV22,Drenthe
VVD Winsum,Winsum,Gemeente,GM0053,Winsum,PV20,Groningen
Gooi-Noord,Gooise Meren,Gemeente,GM1942,Gooise Meren,PV27,Noord-Holland
Marklanden | Etten-Leur,Etten-Leur,Gemeente,GM0777,Etten-Leur,PV30,Noord-Brabant
Rozendaal,Rozendaal,Gemeente,GM0277,Rozendaal,PV25,Gelderland
Zeevang,Edam-Volendam,Gemeente,GM0385,Edam-Volendam,PV27,Noord-Holland
Bellingwedde,Westerwolde,Gemeente,GM1950,Westerwolde,PV20,Groningen
De Oldenzaalse VVD,Oldenzaal,Gemeente,GM0173,Oldenzaal,PV23,Overijssel
Defensiemiddag 2017,null,Gemeente,null,null,null,null
Hengelo (OV),Hengelo,Gemeente,GM0164,Hengelo,PV23,Overijssel
Leeuwarderadeel,Leeuwarden,Gemeente,GM0080,Leeuwarden,PV21,Friesland
Menterwolde,Midden-Groningen,Gemeente,GM1952,Midden-Groningen,PV20,Groningen
Mook,Mook en Middelaar,Gemeente,GM0944,Mook en Middelaar,PV31,Limburg
Ouderkerk,Krimpenerwaard,Gemeente,GM1931,Krimpenerwaard,PV28,Zuid-Holland
Schijndel,Meierijstad,Gemeente,GM1948,Meierijstad,PV30,Noord-Brabant
Tubbergen,Tubbergen,Gemeente,GM0183,Tubbergen,PV23,Overijssel
VVD Sluis,Sluis,Gemeente,GM1714,Sluis,PV29,Zeeland
Montferland,Montferland,Gemeente,GM1955,Montferland,PV25,Gelderland
Ruimte & Mobiliteit,null,Gemeente,null,null,null,null
VVD Lopik,Lopik,Gemeente,GM0331,Lopik,PV26,Utrecht
Hardinxveld- Giessendam,Hardinxveld-Giessendam,Gemeente,GM0523,Hardinxveld-Giessendam,PV28,Zuid-Holland
